location,source,target
lobby/treasure|4|2|2|7|1,(信仰)，同時有可能獲得全新的雀士及各種裝扮,(信仰)，同時有可能獲得全新的雀士及各種裝扮
lobby/treasure|4|2|2|7|2,雀士概率：5%,작사 확률：5%
lobby/treasure|4|2|2|7|2|0,重複獲取的雀士將轉換為許願石,重複獲取的작사將轉換為許願石
lobby/treasure|4|2|2|7|3,(UP雀士占59%、其他雀士占41%),(UP雀士占59%、其他雀士占41%)
lobby/treasure|4|2|2|7|4,裝扮概率：15%,장식품 확률：15%
lobby/treasure|4|2|2|7|4|0,重複獲取的裝扮將轉換為星之石,重複獲取的裝扮將轉換為星之石
lobby/treasure|4|2|2|7|5,(UP裝扮占49%、其他裝扮占51%),(UP裝扮占49%、其他裝扮占51%)
lobby/treasure|4|2|2|7|6,禮物概率：80%,禮物概率：80%
lobby/treasure|4|2|2|7|7,使用輝玉10連尋覓，至少會獲得一個紫色禮物,사용輝玉10連尋覓，至少會獲得一個紫色禮物
lobby/treasure|4|3|1|2|0|0|0,キャラクター紹介,캐릭터소개
lobby/treasure|4|3|1|2|0|1|0,身長：,키：
lobby/treasure|4|3|1|2|0|1|2,誕生日：,생일：
lobby/treasure|4|3|1|2|0|1|4,年齢：,나이：
lobby/treasure|4|3|1|2|0|1|6,血液型：,혈액형：
lobby/treasure|4|3|1|2|0|1|8,声優：,성우：
lobby/treasure|4|3|1|2|0|1|10,趣味：,취미：
lobby/treasure|4|3|1|2|0|1|12,紹介：,소개：
lobby/treasure|4|3|1|2|0|2|0|0,ボイスサンプル：,보이스샘플：
lobby/treasure|4|3|1|2|0|2|1|0,サンプル1：,샘플1：
lobby/treasure|4|3|1|2|0|2|2|0,サンプル2：,샘플2：
lobby/treasure|4|3|1|2|0|2|3|0,サンプル3：,샘플3：
lobby/treasure|5|0|2,お祈りの輝石が足りません,기원의 휘석이 부족합니다
lobby/treasure|5|0|11|0,はい,예
lobby/treasure|5|0|12|0,いいえ,아니오
lobby/treasure|5|0|13,以下数量の輝石で,이하 수량의 휘석으로
lobby/treasure|5|0|14,お祈りの輝石を,기원의 휘석을
lobby/treasure|5|0|15,購入,구입
lobby/treasure|5|0|16,を購入しますか,을 구입하시겠습니까?
lobby/treasure|6|0|2,輝石が足りません,휘석이 부족합니다
lobby/treasure|6|0|4|0,購入,구입
lobby/treasure|6|0|5|0,いいえ,아니오
lobby/treasure|6|0|6,輝石が足りません。購入しますか？,휘석이 부족합니다. 구입하시겠습니까?
lobby/visit|0|2,詳細,상세
lobby/visit|2|3|0|0|0|0,キャラクター紹介,캐릭터 소개
lobby/visit|2|3|0|0|1|0,身長：,키：
lobby/visit|2|3|0|0|1|2,誕生日：,생일：
lobby/visit|2|3|0|0|1|4,年齢：,나이：
lobby/visit|2|3|0|0|1|6,血液型：,혈액형：
lobby/visit|2|3|0|0|1|8,声優：,성우：
lobby/visit|2|3|0|0|1|10,趣味：,취미：
lobby/visit|2|3|0|0|1|12,紹介：,소개：
lobby/visit|2|3|0|0|3|0|0,スタンプ,이모티콘
lobby/visit|2|3|0|0|3|1|0|1|0,契約を結ぶ,계약성립
lobby/visit|2|3|1|1|0,絆レベル5が条件,친밀 레벨5 제한
lobby/visit|2|3|1|1|1|0|0,契約,계약
lobby/visit|2|3|1|2|0|0,贈る,주기
lobby/visit|2|3|1|2|1,本日の残り回数：,금일 잔여 횟수：
lobby/visit|2|3|3|0|1,契約を結ぶ,계약성립
lobby/visit|2|3|3|1|1,贈り物,선물
lobby/visit|2|4|0|0,音声,음성
lobby/visit|2|6|0,雀士,작사
lobby/visit|2|7|0,音声,음성
lobby/visit|2|8|0,物語,스토리
lobby/visit|2|9|0,雀士,작사
lobby/visit|2|10|0,音声,음성
lobby/visit|2|11|0,物語,스토리
lobby/visit|3|0|0,着せ替え変更,코스튬 변경
lobby/visit|3|0|2|0|0|2|3,イベント,이벤트
lobby/waitingroom|0|5|2,友人戦,친선전
lobby/waitingroom|0|5|5,友人戦,친선전
lobby/waitingroom|0|6|1|1,友人招待,친구초대
lobby/waitingroom|0|6|2|1,CPU追加,CPU추가
lobby/waitingroom|0|6|3|1,ルール紹介,룰 소개
lobby/waitingroom|0|6|4|1,対戦リンク,대전 링크
lobby/waitingroom|0|6|5|1,装飾品変更,장식품 변경
lobby/waitingroom|1|2,リンクをコピーして、友人に送りましょう,링크를 복사해 친구에게 보냅니다
lobby/waitingroom|1|5|0,コピー,복사
lobby/waitingroom|2|1|2|0|2|1|0,招待,招待
lobby/waitingroom|2|1|2|0|3,招待済み,초대완료
lobby/waitingroom|2|1|2|0|5,対戦中,대전 중
lobby/waitingroom|2|1|4,招待できる友人がいません,초대할 수 있는 친구가 없습니다.
lobby/waitingroom|3|1|1|0|0,雀士,작사
lobby/waitingroom|3|1|1|1|0,装飾品,장식품
lobby/waitingroom|3|1|2|1|0|1,1,1
lobby/waitingroom|3|1|2|1|1|1,2,2
lobby/waitingroom|3|1|2|1|2|1,3,3
lobby/waitingroom|3|1|2|1|3|1,4,4
lobby/waitingroom|3|1|2|1|4|1,5,5
lobby/waitingroom|3|1|4|0|2|0,選択中,선택중
lobby/waitingroom|3|1|4|0|3|0|0,使用,사용
lobby/waitingroom|3|1|4|0|4|0|0,保存,저장
lobby/waitingroom|3|1|4|1|6|0,使用可能な装飾品がありません,사용 가능한 장식품이 없습니다.
lobby/waitingroom|3|1|4|4|5|0,使用可能な装飾品がありません,사용 가능한 장식품이 없습니다.
lobby/waitingroom|3|1|5|1|1,着せ替え変更,코스튬 변경
lobby/waitob|0|2,観戦開始まであと：,관전 개시까지 남은 시간：
lobby/waitob|0|3|0,はい,예
lobby/waitob|0|5,秒,초
mj/desktopInfo|12|2|1,自動整理,자동 정리
mj/desktopInfo|12|2|4,理,정
mj/desktopInfo|12|3|1,自動和了,자동 화료
mj/desktopInfo|12|3|4,和,화
mj/desktopInfo|12|4|1,鳴きなし,후로 안함
mj/desktopInfo|12|4|4,鳴,후
mj/desktopInfo|12|5|3,ツモ切り,패 버림
mj/desktopInfo|12|5|4,切,패
mj/desktopInfo|13|5,スタンプ,이모티콘
mj/gameend|0|6,終局,종국
mj/gameend|0|7|2,称号リストに加えました,칭호목록에 추가되었습니다.
mj/gameend|0|8|2,確認,확인
mj/gameend|0|9|2,退出,나가기
mj/gameend|0|10|2,対局に戻る,대국으로 복귀
mj/gamestop|1|2,ポーズ中,일시정지 중
mj/hangup_warn|1|2,席を外しているため、自動ツモ切りに切り替えています,"자리비움으로 인해, 자동 패버림이 활성화되었습니다"
mj/hangup_warn|1|3|0,再開,재개
mj/huleshow|3|13|3,確認,확인
mj/info_md5|0|2|0,雀魂は完全ランダムでの対局の生成を保証します。対局開始時にはすでに牌山の牌順が固定されており、対局状況に応じて牌山や配牌が変更されることはありません。この声明を証明するために、雀魂ではMD5ハッシュ検証システムを導入しています。\\nMD5は、公用の標準的なアルゴリズムで、暗号化や復号化に広く用いられています。一定のアルゴリズムを通して、入力されたデータ（牌山の牌順）をハッシュ値に変換します。MD5には以下の特徴を兼ね備えています。\\n 1，生成されたMD5ハッシュで元の入力内容を解析することは出来ません。対局開始時に与えられたMD5ハッシュが解析され事前に牌山が解析されることはありません。 \\n 2，一つの入力内容に対し、生成されるMD5ハッシュは一つのみとなります。また、牌山の牌順は少しでも異なれば、生成されるMD5ハッシュは全く異なります。\\n上記により、牌山が改ざんされることはないということを保証します。\\n MD5ハッシュ検証ステップ\\n1.対局中、プレイヤーは画面左上の四角の枠内に表示されるドラ表示牌をクリックすると、その対局の牌山が生成したMD5ハッシュを確認できます。MD5ハッシュは配牌するごとに生成されます。\\n 2.対局終了後、プレイヤーは「牌譜」内で対局中のものと同じかどうかを局単位で参照することができます。これにより対局中に与えられたMD5ハッシュが間違っていなかったかを検証します。\\n 3.慣例的な呼び名を参考に、牌は全て符号化されています。それぞれ萬字はm、筒子はp、索子はs、字牌はzを使って表されます。したがって、一萬は1m、九筒は9p、五索は5sとなります。東南西北白發中はそれぞれ1z、2z、3z、4z、5z、6z、7zとなります。特殊な牌である赤の五萬は0m、赤の五筒は0p、赤の五索は0sと表されます。これにより、文字列を用いて牌山の牌順を表すことができます、これが「牌山コード」といいます。仮に牌山の牌順が八筒・七索・東風・赤五萬だった場合、文字列で表すと8p7s1z0mとなります。\\n4.任意のMD5ハッシュ計算ツールを使用し、「牌山コード」を入力し、変換（ハッシュ化）してください。このとき、バイト長は16Byte、全部で32文字のハッシュ値になるようにしてください。変換後、表示されたMD5ハッシュと対局中に記録したMD5ハッシュが同じであるかを確認してください。同じであれば、対局が進行していたとき牌山の牌順は固定されており、後から改ざんされたものではないと証明することができます。一打でも改ざんされていれば、牌譜での配牌が異なったり、あるいはMD5ハッシュが合わなくなるからです。\\n 「雀魂」をいつも応援していただきましてありがとうございます。プレイヤーの皆様が「雀魂」を通して麻雀を楽しみながら、ますます上達なさいますよう願っております。,雀魂は完全ランダムでの대국の生成を保証します。대국開始時にはすでに牌山の牌順が固定されており、대국状況に応じて牌山や配牌が変更されることはありません。この声明を証明するために、雀魂ではMD5ハッシュ検証システムを導入しています。\\nMD5は、公用の標準的なアルゴリズムで、暗号化や復号化に広く用いられています。一定のアルゴリズムを通して、入力されたデータ（牌山の牌順）をハッシュ値に変換します。MD5には以下の特徴を兼ね備えています。\\n 1，生成されたMD5ハッシュで元の入力内容を解析することは出来ません。대국開始時に与えられたMD5ハッシュが解析され事前に牌山が解析されることはありません。 \\n 2，一つの入力内容に対し、生成されるMD5ハッシュは一つのみとなります。また、牌山の牌順は少しでも異なれば、生成されるMD5ハッシュは全く異なります。\\n上記により、牌山が改ざんされることはないということを保証します。\\n MD5ハッシュ検証ステップ\\n1.대국中、플레이어は画面左上の四角の枠内に表示される도라表示牌をクリックすると、その대국の牌山が生成したMD5ハッシュを確認できます。MD5ハッシュは配牌するごとに生成されます。\\n 2.대국종료後、플레이어は「牌譜」内で대국中のものと同じかどうかを局単位で参照することができます。これにより대국中に与えられたMD5ハッシュが間違っていなかったかを検証します。\\n 3.慣例的な呼び名を参考に、牌は全て符号化상태입니다.。それぞれ萬字はm、筒子はp、索子はs、字牌はzを使って表されます。したがって、一萬は1m、九筒は9p、五索は5sとなります。東南西北白發中はそれぞれ1z、2z、3z、4z、5z、6z、7zとなります。特殊な牌である赤の五萬は0m、赤の五筒は0p、赤の五索は0sと表されます。これにより、文字列を用いて牌山の牌順を表すことができます、これが「牌山コード」といいます。仮に牌山の牌順が八筒・七索・東風・赤五萬だった場合、文字列で表すと8p7s1z0mとなります。\\n4.任意のMD5ハッシュ計算ツールを사용し、「牌山コード」を入力し、変換（ハッシュ化）してください。このとき、バイト長は16Byte、全部で32文字のハッシュ値になるようにしてください。変換後、表示されたMD5ハッシュと대국中に記録したMD5ハッシュが同じであるかを確認してください。同じであれば、대국が進行していたとき牌山の牌順は固定されており、後から改ざんされたものではないと証明することができます。一打でも改ざんされていれば、牌譜での配牌が異なったり、あるいはMD5ハッシュが合わなくなるからです。\\n 「雀魂」をいつも応援していただきましてありがとうございます。플레이어の皆様が「雀魂」を通して麻雀を楽しみながら、ますます上達なさいますよう願っております。
mj/liuju|1|3,確認,확인
mj/live_broadcast|0|1,観戦,관전
mj/live_broadcast|0|2|0|0,手牌表示,손패표시
mj/live_broadcast|0|3|0|0,放銃牌表示,론패표시
mj/live_broadcast|0|4|0|0,巻き戻し,되감기
mj/live_broadcast|1,リアルタイム観戦中,실시간 관전 중
mj/ob_replay|0|8|3,局,국
mj/ob_replay|0|9|2,巡目,순
mj/ob_replay|1|1|0|2|2,局,국
mj/ob_replay|1|1|0|2|4,本場,본장
mj/ob_replay|1|1|0|4|1,ツモ和,쯔모和
mj/ob_replay|1|1|0|5|1,放銃,론
mj/ob_replay|2|1|0|2,巡目,순
mj/replay|1|8|3,局,국
mj/replay|1|9|2,巡目,순
mj/replay|1|13|1,山,패산
mj/replay|2|1|0|2|2,局,국
mj/replay|2|1|0|2|4,本場,본장
mj/replay|2|1|0|3,荒牌流局,황패유국
mj/replay|2|1|0|5|1,放銃,론
mj/replay|3|1|0|2,巡目,순
mj/replay|4|1,牌譜,패보
mj/replay|4|2|0|0,手牌表示,손패표시
mj/replay|4|3|0|0,放銃牌表示,론패표시
mj/replay|4|4|0|0,演出再生,연출재생
mj/replay|4|5|0|0,プレイヤー名表示,유저명 표시
mj/replay|5|0|0|1|1,牌山コード,패산코드
mj/rewardprogress|1|0,絆,친밀
mj/rewardprogress|2|1,絆報酬,친밀 보수
mj/scorechange|6|3,確認,확인
mj/task_progress|0|0|6,枚,개
mj/task_progress|0|1|6,枚,개
mj/task_progress|0|2|6,枚,개
mj/tingpai|0|2|0|1|0,振り聴,후리텐
mj/tingpai|0|2|1|1|0,振り聴,후리텐
mj/tingpai|0|2|2|1|0,振り聴,후리텐
mj/tingpai|0|2|3|1|0,振り聴,후리텐
mj/tingpai|0|2|4|1|0,振り聴,후리텐
mj/tingpai|0|2|5|1|0,振り聴,후리텐
mj/tingpai|0|2|6|1|0,振り聴,후리텐
mj/tingpai|0|2|7|1|0,振り聴,후리텐
mj/tingpai|0|2|8|1|0,振り聴,후리텐
mj/tingpai|0|2|9|1|0,振り聴,후리텐
mj/tingpai|0|2|10|1|0,振り聴,후리텐
mj/tingpai|0|2|11|1|0,振り聴,후리텐
mj/tingpai|0|2|12|1|0,振り聴,후리텐
mj/tingpai|0|2|13|1|0,振り聴,후리텐
mj/tingpai|0|2|14|1|0,振り聴,후리텐
mj/vote|0|2,対戦終了,대전 종료
mj/vote|0|3,対戦終了の投票を開始しますか？,대전종료 투표를 시작하시겠습니까?
mj/vote|0|4,（対戦に参加している全員が賛成する場合、対戦が終了します）,（대전에 참가 중인 전원이 찬성할 경우 대전이 종료됩니다.）
mj/vote|0|5|0,確認,확인
mj/vote|0|6|0,いいえ,아니오
mj/vote_cd|0|2,対戦終了,대전 종료
mj/vote_cd|0|3,前回の投票は全員賛成ではなかったため、次回の終了投票が開始できるまで5分以上お待ちください。,"이전 투표가 전원 찬성이 아니었으므로, 다음 투표까지는 5분 이상 기다려주세요."
mj/vote_cd|0|5|0,確認,확인
mj/vote_progress|0|2,対戦終了,대전 종료
mj/vote_progress|0|3|0,賛成,찬성
mj/vote_progress|0|4|0,反対,반대
mj/win|1|7|0|1,流局満貫,유국만관
mj/win|1|16|3,確認,확인
mj/win|1|20|0,累計イベントPT:,누적 이벤트PT: 
mj/win|1|20|3,排名点数：,랭킹점수：
