location,source,target
lobby/playerinfo_en|1|5|7|1|4|1|12,平均順位,平均順位
lobby/playerinfo_en|1|5|7|1|4|1|14,最大連荘,最大連荘
lobby/playerinfo_en|1|5|7|1|4|1|16,和了巡数,和了巡数
lobby/playerinfo_en|1|5|7|1|4|1|18,和了率,和了率
lobby/playerinfo_en|1|5|7|1|4|1|20,ツモ率,ツモ率
lobby/playerinfo_en|1|5|7|1|4|1|22,放銃率,放銃率
lobby/playerinfo_en|1|5|7|1|4|1|24,副露率,副露率
lobby/playerinfo_en|1|5|7|1|4|1|26,立直率,立直率
lobby/playerinfo_en|1|5|7|1|5|0|2,半荘戦,半荘戦
lobby/playerinfo_en|1|5|7|1|5|1|0,一位率,一位率
lobby/playerinfo_en|1|5|7|1|5|1|2,二位率,二位率
lobby/playerinfo_en|1|5|7|1|5|1|4,三位率,三位率
lobby/playerinfo_en|1|5|7|1|5|1|6|0,四位率,四位率
lobby/playerinfo_en|1|5|7|1|5|1|7|0,飛び率,飛び率
lobby/playerinfo_en|1|5|7|1|5|1|8,対戦数,対戦数
lobby/playerinfo_en|1|5|7|1|5|1|10,平均和了,平均和了
lobby/playerinfo_en|1|5|7|1|5|1|12,平均順位,平均順位
lobby/playerinfo_en|1|5|7|1|5|1|14,最大連荘,最大連荘
lobby/playerinfo_en|1|5|7|1|5|1|16,和了巡数,和了巡数
lobby/playerinfo_en|1|5|7|1|5|1|18,和了率,和了率
lobby/playerinfo_en|1|5|7|1|5|1|20,ツモ率,ツモ率
lobby/playerinfo_en|1|5|7|1|5|1|22,放銃率,放銃率
lobby/playerinfo_en|1|5|7|1|5|1|24,副露率,副露率
lobby/playerinfo_en|1|5|7|1|5|1|26,立直率,立直率
lobby/playerinfo_en|1|5|7|1|6|0|2,役達成回数,役達成回数
lobby/playerinfo_en|1|5|7|1|7|0|2,ローカル役達成回数,ローカル役達成回数
lobby/playerinfo_en|1|5|7|1|8|0|0,試練の道,試練の道
lobby/playerinfo_en|1|5|7|1|8|1,まだありません,まだありません
lobby/playerinfo_en|1|5|9|1,実績：,実績：
lobby/pop_buy_multi|1|6|0,購入,購入
lobby/pop_buy_multi|1|7|0,価格,価格
lobby/pop_buy_multi|1|8|0,残り,残り
lobby/pop_buy_multi|1|9,毎月更新されます,毎月更新されます
lobby/pop_buy_multi|1|10|0,価格,価格
lobby/pop_buy_single|1|6|0,購入,購入
lobby/pop_buy_single|1|7|0,価格,価格
lobby/pop_rpg_info|2|4|1,確認,確認
lobby/rank|0|2|0|0|8|1,pt,pt
lobby/rank|0|4|1|7|1,pt,pt
lobby/rank|0|5|0|0,4人戦,4人戦
lobby/rank|0|5|1|0,3人戦,3人戦
lobby/recharge|0|0,商店,商店
lobby/recharge|1|0|0|0,雑貨,雑貨
lobby/recharge|1|0|1|0,願いの小屋,願いの小屋
lobby/recharge|1|0|2|0,星の小屋,星の小屋
lobby/recharge|1|0|3|0,お祈り小屋,お祈り小屋
lobby/recharge|1|0|4|0,祈願,祈願
lobby/recharge|1|1|3|0,韩服退款流程XXXXX,韩服退款流程XXXXX
lobby/recharge|1|1|3|1|0,协议详情,协议详情
lobby/recharge|1|2|0|1,称号効果,称号効果
lobby/recharge|1|2|6|0,現在,現在
lobby/recharge|1|2|8|0,受け取る,受け取る
lobby/recharge|1|2|9|0|1,契約効果,契約効果
lobby/recharge|2|0|6|0,購入,購入
lobby/recharge|2|0|7|0,価格,価格
lobby/refund|1|7|0,はい,はい
lobby/rpg|3|1|1,スキップ,スキップ
lobby/rpg|3|2|1,詳細説明,詳細説明
lobby/rpg|3|3|1,退出,退出
lobby/shilian/shilian|2|2,試練の道,試練の道
lobby/shilian/shilian|3|0|2|0|3,報酬:,報酬:
lobby/shilian/shilian|3|0|2|0|4,残り対局数:,残り対局数:
lobby/shilian/shilian|3|0|2|1|3,報酬:,報酬:
lobby/shilian/shilian|3|0|2|1|4,残り対局数:,残り対局数:
lobby/shilian/shilian|3|2|1|1,試練期間外,試練期間外
lobby/shilian/shilian|3|2|4|1,今週の報酬,今週の報酬
lobby/shilian/shilian|3|3|6,未完成の課題を選択し完成させます。ほかの部分をクリックで取り消します。,未完成の課題を選択し完成させます。ほかの部分をクリックで取り消します。
lobby/shilian/shilian|4|2,Tap to continue,Tap to continue
lobby/shilian/shilian|5|2|0|0,報酬入手：,報酬入手：
lobby/shilian/shilian|5|3|0|0,最終順位：,最終順位：
lobby/shilian/shilian_level_info|0|2,試練階級について,試練階級について
lobby/shilian/shilian_rank|0|1,試練ランキング,試練ランキング
lobby/shilian/shilian_rank|0|5|1,友人ランキング,友人ランキング
lobby/shilian/shilian_result|2|3,報酬は倉庫に反映されました,報酬は倉庫に反映されました
lobby/shilian/shilian_reward|0|2,試練階級報酬受取,試練階級報酬受取
lobby/shilian/shilian_reward|0|4|0|0|2|1|4,入手済,入手済
lobby/shop|0|0|0|0,洋服屋,洋服屋
lobby/shop|0|0|1|0,福袋小屋,福袋小屋
lobby/shop|0|0|2|0,星の小屋,星の小屋
lobby/shop|0|0|3|0,願いの小屋,願いの小屋
lobby/shop|0|0|4|0,雑貨,雑貨
lobby/shop|0|1|1|0|0,更新,更新
lobby/shop|0|1|1|0|1|0,更新,更新
lobby/shop|0|1|1|2,本日の更新回数が上限に達しました,本日の更新回数が上限に達しました
lobby/shop|0|1|2|0,重複した雀士キャラクターは願いの石に変換されます。,重複した雀士キャラクターは願いの石に変換されます。
lobby/shop|0|1|3|2,重複した装飾品は星の石に変換されます。,重複した装飾品は星の石に変換されます。
lobby/shop|0|1|4|1,贈り物を奉納すると星のかけらが入手できます,贈り物を奉納すると星のかけらが入手できます
lobby/shop|0|2|0|0|6|2|0,購入,購入
lobby/shop|0|2|3,完売しました。,完売しました。
lobby/shop|1|0,雑貨屋,雑貨屋
lobby/shop_lobby_yulan|1|2|2|0,購入,購入
lobby/shop_pack_detail|0|5|0,未所持商品の合計価格:,未所持商品の合計価格:
lobby/shop_pack_detail|0|6|0,割引率:,割引率:
lobby/shop_pack_detail|0|7|0,合計価格:,合計価格:
lobby/shop_pack_detail|0|8|0,購入,購入
lobby/shop_pack_detail|0|9,当パックに含まれる商品,当パックに含まれる商品
lobby/shop_skin_yulan|2|0|2|0,購入,購入
lobby/shop_skin_yulan|2|7|1,この雀士キャラクターは持っていません,この雀士キャラクターは持っていません
lobby/sign|1|2,毎日お祈り,毎日お祈り
lobby/sign|1|3|4|0,第,第
lobby/sign|1|3|4|1,日,日
lobby/sign|1|4|4|0,第,第
lobby/sign|1|4|4|1,日,日
lobby/sign|1|5|0,受け取る,受け取る
lobby/sign|1|5|2,入手済,入手済
lobby/skin_yulan|5|3|1,うごき一覧,うごき一覧
lobby/skin_yulan|5|3|6|2|0,通常,通常
lobby/skin_yulan|5|3|6|3|0,挨拶,挨拶
lobby/skin_yulan|5|3|6|4|0,タッチ,タッチ
lobby/skin_yulan|5|3|6|5|0,祝い,祝い
lobby/skin_yulan|5|3|6|6|0,入手,入手
lobby/sns|1|0|1|0|5|0|3|3,@,@
lobby/sns|1|0|1|1|0,これ以上ありません,これ以上ありません
lobby/sushe|1|2|3|1,うごき一覧,うごき一覧
lobby/sushe|1|2|3|6|2|0,通常,通常
lobby/sushe|1|2|3|6|3|0,挨拶,挨拶
lobby/sushe|1|2|3|6|4|0,タッチ,タッチ
lobby/sushe|1|2|3|6|5|0,祝い,祝い
lobby/sushe|1|2|3|6|6|0,入手,入手
lobby/sushe_select|0|1|0|0,雀士,雀士
lobby/sushe_select|0|1|1|0,装飾品,装飾品
lobby/sushe_select|0|2|1|0|1,1,1
lobby/sushe_select|0|2|1|1|1,2,2
lobby/sushe_select|0|2|1|2|1,3,3
lobby/sushe_select|0|2|1|3|1,4,4
lobby/sushe_select|0|2|1|4|1,5,5
lobby/sushe_select|0|4|0|2|0,選択中,選択中
lobby/sushe_select|0|4|0|3|0|0,使用,使用
lobby/sushe_select|0|4|0|4|0|0,保存,保存
lobby/sushe_select|0|4|1|6|0,使用可能な装飾品がありません,使用可能な装飾品がありません
lobby/sushe_select|0|4|4|5|0,使用可能な装飾品がありません,使用可能な装飾品がありません
lobby/sushe_select|1|0,寮舎,寮舎
lobby/sushe_select_en|0|1|0|0,雀士,雀士
lobby/sushe_select_en|0|1|1|0,装飾品,装飾品
lobby/sushe_select_en|0|2|1|0|1,1,1
lobby/sushe_select_en|0|2|1|1|1,2,2
lobby/sushe_select_en|0|2|1|2|1,3,3
lobby/sushe_select_en|0|2|1|3|1,4,4
lobby/sushe_select_en|0|2|1|4|1,5,5
lobby/sushe_select_en|0|4|0|2|0,選択中,選択中
lobby/sushe_select_en|0|4|0|3|0|0,使用,使用
lobby/sushe_select_en|0|4|0|4|0|0,保存,保存
lobby/sushe_select_en|0|4|1|6|0,使用可能な装飾品がありません,使用可能な装飾品がありません
lobby/sushe_select_en|0|4|4|5|0,使用可能な装飾品がありません,使用可能な装飾品がありません
lobby/sushe_select_en|1|0,寮舎,寮舎
lobby/tangfang1|6|3|0,確認,確認
lobby/tangfang1|6|4|0,再祈願,再祈願
lobby/titlebook|1|2,称号リスト,称号リスト
lobby/titlebook|1|3,獲得済み,獲得済み
lobby/titlebook|1|6,称号がありません,称号がありません
lobby/treasure|0|1|0|0,10回祈願,10回祈願
lobby/treasure|0|1|0|1,入手,入手
lobby/treasure|0|1|0|3,雀士キャラクター、装飾品、または贈り物を入手できます,雀士キャラクター、装飾品、または贈り物を入手できます
lobby/treasure|0|1|0|5|0,10回祈願,10回祈願
lobby/treasure|0|1|0|6|0,10回祈願,10回祈願
lobby/treasure|0|1|1|0,1回祈願,1回祈願
lobby/treasure|0|1|1|1,入手,入手
lobby/treasure|0|1|1|3,雀士キャラクター、装飾品、または贈り物を入手できます,雀士キャラクター、装飾品、または贈り物を入手できます
lobby/treasure|0|1|1|5|0,1回祈願,1回祈願
lobby/treasure|0|1|1|6|0,1回祈願,1回祈願
lobby/treasure|0|1|4|0,内容一覧,内容一覧
lobby/treasure|0|1|5|2|0,信仰交換,信仰交換
lobby/treasure|0|1|7|3|0|2|1,獲得済み,獲得済み
lobby/treasure|1|0,祈願,祈願
lobby/treasure|3|4,交換したいアイテムを選択してください,交換したいアイテムを選択してください
lobby/treasure|4|5|2|1,獲得済み,獲得済み
lobby/treasure|4|6|0,1回祈願するたびに1点,1回祈願するたびに1点
lobby/treasure|4|6|1,（信仰）が入手できます。,（信仰）が入手できます。
lobby/treasure|5|2|2|0|0,每次寻觅都可以获得1点,每次寻觅都可以获得1点
lobby/treasure|5|2|2|0|1,(信仰)，同时有可能获得全新的雀士及各种装扮,(信仰)，同时有可能获得全新的雀士及各种装扮
lobby/treasure|5|2|2|0|2,雀士概率：5%,雀士概率：5%
lobby/treasure|5|2|2|0|2|0,重复获取的雀士将转换为许愿石,重复获取的雀士将转换为许愿石
lobby/treasure|5|2|2|0|3,装扮概率：15%,装扮概率：15%
lobby/treasure|5|2|2|0|3|0,重复获取的装扮将转换为星之石,重复获取的装扮将转换为星之石
lobby/treasure|5|2|2|0|4,礼物概率：80%,礼物概率：80%
lobby/treasure|5|2|2|0|5,使用辉玉10连寻觅，至少会获得一个紫色礼物,使用辉玉10连寻觅，至少会获得一个紫色礼物
lobby/treasure|5|2|2|1|0,每次寻觅都可以获得1点,每次寻觅都可以获得1点
lobby/treasure|5|2|2|1|1,(信仰)，同时有可能获得全新的雀士及各种装扮,(信仰)，同时有可能获得全新的雀士及各种装扮
lobby/treasure|5|2|2|1|2,雀士概率：5%,雀士概率：5%
lobby/treasure|5|2|2|1|2|0,重复获取的雀士将转换为许愿石,重复获取的雀士将转换为许愿石
lobby/treasure|5|2|2|1|3,(UP雀士占59%、其他雀士占41%),(UP雀士占59%、其他雀士占41%)
lobby/treasure|5|2|2|1|4,装扮概率：15%,装扮概率：15%
lobby/treasure|5|2|2|1|4|0,重复获取的装扮将转换为星之石,重复获取的装扮将转换为星之石
lobby/treasure|5|2|2|1|5,(UP装扮占49%、其他装扮占51%),(UP装扮占49%、其他装扮占51%)
lobby/treasure|5|2|2|1|6,礼物概率：80%,礼物概率：80%
lobby/treasure|5|2|2|1|7,使用辉玉10连寻觅，至少会获得一个紫色礼物,使用辉玉10连寻觅，至少会获得一个紫色礼物
lobby/treasure|5|2|2|2|0,"Each time you summon, you can get 1","Each time you summon, you can get 1"
lobby/treasure|5|2|2|2|1,(Faith).,(Faith).
lobby/treasure|5|2|2|2|2,Characters: 5% ,Characters: 5% 
lobby/treasure|5|2|2|2|3,Duplicate Characters will be converted into Wishing Stones.,Duplicate Characters will be converted into Wishing Stones.
lobby/treasure|5|2|2|2|5,Decorations: 15%  ,Decorations: 15%  
lobby/treasure|5|2|2|2|6,Duplicate Decorations will be converted into Star Stones.,Duplicate Decorations will be converted into Star Stones.
lobby/treasure|5|2|2|2|7,Gifts: 80%  ,Gifts: 80%  
lobby/treasure|5|2|2|2|8, (green/blue/purple gifts: 24%/51%/5%), (green/blue/purple gifts: 24%/51%/5%)
lobby/treasure|5|2|2|2|9,You will get at least 1 purple gift when you perform a 10-summon using Jade.,You will get at least 1 purple gift when you perform a 10-summon using Jade.
lobby/treasure|5|2|2|3|0,"Each time you summon, you can get 1","Each time you summon, you can get 1"
lobby/treasure|5|2|2|3|1,(Faith).,(Faith).
lobby/treasure|5|2|2|3|2,Characters: 5%  ,Characters: 5%  
lobby/treasure|5|2|2|3|3,Rate-up Characters: accounts for 59% of the odds when pulling a Character.,Rate-up Characters: accounts for 59% of the odds when pulling a Character.
lobby/treasure|5|2|2|3|4,Duplicate Characters will be converted into Wishing Stones.,Duplicate Characters will be converted into Wishing Stones.
lobby/treasure|5|2|2|3|5,Decorations: 15%  ,Decorations: 15%  
lobby/treasure|5|2|2|3|6,Rate-up Decorations: accounts for 49% of the odds when pulling a Decoration.,Rate-up Decorations: accounts for 49% of the odds when pulling a Decoration.
lobby/treasure|5|2|2|3|7,Duplicate Decorations will be converted into Star Stones.,Duplicate Decorations will be converted into Star Stones.
lobby/treasure|5|2|2|3|8,Gifts: 80%  ,Gifts: 80%  
lobby/treasure|5|2|2|3|8|0,(green/blue/purple gifts: 24%/51%/5%),(green/blue/purple gifts: 24%/51%/5%)
lobby/treasure|5|2|2|3|9,Rate-up Characters and Effects are limited-time Rate-up.,Rate-up Characters and Effects are limited-time Rate-up.
lobby/treasure|5|2|2|3|10,You will get at least 1 purple gift when you perform a 10-summon using Jade.,You will get at least 1 purple gift when you perform a 10-summon using Jade.
lobby/treasure|5|2|2|3|12,Portrait Frame: accounts for 6% of the odds when pulling a Decoration.,Portrait Frame: accounts for 6% of the odds when pulling a Decoration.
lobby/treasure|5|2|2|4|0,1回祈願するたびに1点,1回祈願するたびに1点
lobby/treasure|5|2|2|4|1,（信仰）が入手できます。,（信仰）が入手できます。
lobby/treasure|5|2|2|4|2,雀士キャラクター提供確率:5％,雀士キャラクター提供確率:5％
lobby/treasure|5|2|2|4|2|0,再度入手した雀士キャラクターは願いの石に変換されます。,再度入手した雀士キャラクターは願いの石に変換されます。
lobby/treasure|5|2|2|4|3,装飾品提供確率:15％,装飾品提供確率:15％
lobby/treasure|5|2|2|4|3|0,再度入手した装飾品は星の石に変換されます。,再度入手した装飾品は星の石に変換されます。
lobby/treasure|5|2|2|4|4,緑色の贈り物入手確率:24％　青色の贈り物入手確率:51％　紫色の贈り物入手確率:5％,緑色の贈り物入手確率:24％　青色の贈り物入手確率:51％　紫色の贈り物入手確率:5％
lobby/treasure|5|2|2|4|5,輝石で「10回祈願」すると、紫色の贈り物を必ず1個以上獲得できます。,輝石で「10回祈願」すると、紫色の贈り物を必ず1個以上獲得できます。
lobby/treasure|5|2|2|5|0,1回祈願するたびに1点,1回祈願するたびに1点
lobby/treasure|5|2|2|5|1,（信仰）が入手できます。,（信仰）が入手できます。
lobby/treasure|5|2|2|5|2,雀士キャラクター提供確率:5％,雀士キャラクター提供確率:5％
lobby/treasure|5|2|2|5|3,ピックアップ雀士提供確率：全雀士の59％,ピックアップ雀士提供確率：全雀士の59％
lobby/treasure|5|2|2|5|4,再度入手した雀士は願い石に変換されます。,再度入手した雀士は願い石に変換されます。
lobby/treasure|5|2|2|5|5,装飾品提供確率：15%,装飾品提供確率：15%
lobby/treasure|5|2|2|5|6,ピックアップ装飾品提供確率：全装飾品の49%,ピックアップ装飾品提供確率：全装飾品の49%
lobby/treasure|5|2|2|5|7,再度入手した装飾品は星の石に変換されます。,再度入手した装飾品は星の石に変換されます。
lobby/treasure|5|2|2|5|8,緑色の贈り物入手確率:24％　青色の贈り物入手確率:51％　紫色の贈り物入手確率:5％,緑色の贈り物入手確率:24％　青色の贈り物入手確率:51％　紫色の贈り物入手確率:5％
lobby/treasure|5|2|2|5|9,輝石で「10回祈願」すると、紫色の贈り物を必ず1個以上獲得できます。,輝石で「10回祈願」すると、紫色の贈り物を必ず1個以上獲得できます。
lobby/treasure|5|2|2|5|11,ピックアップ装飾品提供確率：全装飾品の49%（アイコンフレームの提供確率は全装飾品の6%）,ピックアップ装飾品提供確率：全装飾品の49%（アイコンフレームの提供確率は全装飾品の6%）
lobby/treasure|5|2|2|6|0,每次尋覓都可以獲得1點,每次尋覓都可以獲得1點
lobby/treasure|5|2|2|6|1,(信仰)，同時有可能獲得全新的雀士及各種裝扮,(信仰)，同時有可能獲得全新的雀士及各種裝扮
lobby/treasure|5|2|2|6|2,雀士概率：5%,雀士概率：5%
lobby/treasure|5|2|2|6|2|0,重複獲取的雀士將轉換為許願石,重複獲取的雀士將轉換為許願石
lobby/treasure|5|2|2|6|3,裝扮概率：15%,裝扮概率：15%
lobby/treasure|5|2|2|6|3|0,重複獲取的裝扮將轉換為星之石,重複獲取的裝扮將轉換為星之石
lobby/treasure|5|2|2|6|4,禮物概率：80%,禮物概率：80%
lobby/treasure|5|2|2|6|5,使用輝玉10連尋覓，至少會獲得一個紫色禮物,使用輝玉10連尋覓，至少會獲得一個紫色禮物
lobby/treasure|5|2|2|7|0,每次尋覓都可以獲得1點,每次尋覓都可以獲得1點
lobby/treasure|5|2|2|7|1,(信仰)，同時有可能獲得全新的雀士及各種裝扮,(信仰)，同時有可能獲得全新的雀士及各種裝扮
lobby/treasure|5|2|2|7|2,雀士概率：5%,雀士概率：5%
lobby/treasure|5|2|2|7|2|0,重複獲取的雀士將轉換為許願石,重複獲取的雀士將轉換為許願石
lobby/treasure|5|2|2|7|3,(UP雀士占59%、其他雀士占41%),(UP雀士占59%、其他雀士占41%)
lobby/treasure|5|2|2|7|4,裝扮概率：15%,裝扮概率：15%
lobby/treasure|5|2|2|7|4|0,重複獲取的裝扮將轉換為星之石,重複獲取的裝扮將轉換為星之石
lobby/treasure|5|2|2|7|5,(UP裝扮占49%、其他裝扮占51%),(UP裝扮占49%、其他裝扮占51%)
lobby/treasure|5|2|2|7|6,禮物概率：80%,禮物概率：80%
lobby/treasure|5|2|2|7|7,使用輝玉10連尋覓，至少會獲得一個紫色禮物,使用輝玉10連尋覓，至少會獲得一個紫色禮物
lobby/treasure|5|2|2|12|0,기원 1회당 1 포인트,기원 1회당 1 포인트
lobby/treasure|5|2|2|12|1,(신앙)을 획득할 수 있습니다.,(신앙)을 획득할 수 있습니다.
lobby/treasure|5|2|2|12|2,작사 캐릭터 등장 확률: 5%,작사 캐릭터 등장 확률: 5%
lobby/treasure|5|2|2|12|2|0,중복 작사 캐릭터는 소원의 돌로 변환됩니다.,중복 작사 캐릭터는 소원의 돌로 변환됩니다.
lobby/treasure|5|2|2|12|3,장식품 획득 확률: 15%,장식품 획득 확률: 15%
lobby/treasure|5|2|2|12|3|0,중복 장식품은 별의 돌로 변환됩니다.,중복 장식품은 별의 돌로 변환됩니다.
lobby/treasure|5|2|2|12|4,녹색 선물 획득 확률: 24% 청색 선물 획득 확률: 51% 보라색 선물 획득 확률: 5%,녹색 선물 획득 확률: 24% 청색 선물 획득 확률: 51% 보라색 선물 획득 확률: 5%
lobby/treasure|5|2|2|12|5,휘석으로 '10회 기원' 시 보라색 선물 1개를 확정적으로 획득할 수 있습니다.,휘석으로 '10회 기원' 시 보라색 선물 1개를 확정적으로 획득할 수 있습니다.
lobby/treasure|5|2|2|13|0,기원 1회당 1 포인트,기원 1회당 1 포인트
lobby/treasure|5|2|2|13|1,(신앙)을 획득할 수 있습니다.,(신앙)을 획득할 수 있습니다.
lobby/treasure|5|2|2|13|2,작사 캐릭터 등장 확률: 5%,작사 캐릭터 등장 확률: 5%
lobby/treasure|5|2|2|13|3,픽업 작사 캐릭터 등장 확률: 모든 작사 중 59%,픽업 작사 캐릭터 등장 확률: 모든 작사 중 59%
lobby/treasure|5|2|2|13|4,중복 작사 캐릭터는 소원의 돌로 변환됩니다.,중복 작사 캐릭터는 소원의 돌로 변환됩니다.
lobby/treasure|5|2|2|13|5,장식품 획득 확률: 15%,장식품 획득 확률: 15%
lobby/treasure|5|2|2|13|6,픽업 장식품 획득 확률: 모든 장식품 중 49%,픽업 장식품 획득 확률: 모든 장식품 중 49%
lobby/treasure|5|2|2|13|7,중복 장식품은 별의 돌로 변환됩니다.,중복 장식품은 별의 돌로 변환됩니다.
lobby/treasure|5|2|2|13|8,녹색 선물 획득 확률: 24% 청색 선물 획득 확률: 51% 보라색 선물 획득 확률: 5%,녹색 선물 획득 확률: 24% 청색 선물 획득 확률: 51% 보라색 선물 획득 확률: 5%
lobby/treasure|5|2|2|13|9,휘석으로 '10회 기원' 시 보라색 선물 1개를 확정적으로 획득할 수 있습니다.,휘석으로 '10회 기원' 시 보라색 선물 1개를 확정적으로 획득할 수 있습니다.
lobby/treasure|5|2|2|13|11,픽업 장식품 획득 확률: 모든 장식품 중 49% (그중 프로필 테두리 획득 확률은 모든 장식품 중 6%),픽업 장식품 획득 확률: 모든 장식품 중 49% (그중 프로필 테두리 획득 확률은 모든 장식품 중 6%)
lobby/treasure|5|3|1|2|0|0|0,キャラクター紹介,キャラクター紹介
lobby/treasure|5|3|1|2|0|1|0,身長：,身長：
lobby/treasure|5|3|1|2|0|1|2,誕生日：,誕生日：
lobby/treasure|5|3|1|2|0|1|4,年齢：,年齢：
lobby/treasure|5|3|1|2|0|1|6,血液型：,血液型：
lobby/treasure|5|3|1|2|0|1|8,声優：,声優：
lobby/treasure|5|3|1|2|0|1|10,趣味：,趣味：
lobby/treasure|5|3|1|2|0|1|12,紹介：,紹介：
lobby/treasure|5|3|1|2|0|2|0|0,ボイスサンプル：,ボイスサンプル：
lobby/treasure|5|3|1|2|0|2|1|0,サンプル1：,サンプル1：
lobby/treasure|5|3|1|2|0|2|2|0,サンプル2：,サンプル2：
lobby/treasure|5|3|1|2|0|2|3|0,サンプル3：,サンプル3：
lobby/treasure|6|0|2,寻觅辉石不足,寻觅辉石不足
lobby/treasure|6|0|4,1800,1800
lobby/treasure|6|0|5,1800,1800
lobby/treasure|6|0|9,1800,1800
lobby/treasure|6|0|10,1800,1800
lobby/treasure|6|0|11|0,确认,确认
lobby/treasure|6|0|12|0,取消,取消
lobby/treasure|6|0|13,是否花费,是否花费
lobby/treasure|6|0|14,辉玉,辉玉
lobby/treasure|6|0|15,购买,购买
lobby/treasure|6|0|16,寻觅辉石,寻觅辉石
lobby/treasure|7|0|2,輝石が足りません,輝石が足りません
lobby/treasure|7|0|4|0,購入,購入
lobby/treasure|7|0|5|0,いいえ,いいえ
lobby/treasure|7|0|6,輝石が足りません。購入しますか？,輝石が足りません。購入しますか？
lobby/user_xieyi_recharge|0|1,退款协议,退款协议
lobby/user_xieyi_recharge|0|2|1,我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n,我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n我是协议\\n
lobby/user_xieyi_recharge|0|4|0,はい,はい
lobby/user_xieyi_recharge|0|5|0,戻る,戻る
lobby/visit|0|2,詳細,詳細
lobby/visit|2|3|0|0|0|0,キャラクター紹介,キャラクター紹介
lobby/visit|2|3|0|0|1|0,身長：,身長：
lobby/visit|2|3|0|0|1|2,誕生日：,誕生日：
lobby/visit|2|3|0|0|1|4,年齢：,年齢：
lobby/visit|2|3|0|0|1|6,血液型：,血液型：
lobby/visit|2|3|0|0|1|8,声優：,声優：
lobby/visit|2|3|0|0|1|10,趣味：,趣味：
lobby/visit|2|3|0|0|1|12,紹介：,紹介：
lobby/visit|2|3|0|0|3|0|0,スタンプ,スタンプ
lobby/visit|2|3|0|0|3|1|0|1|0,契約を結ぶ,契約を結ぶ
lobby/visit|2|3|1|1|0,絆レベル5が条件,絆レベル5が条件
lobby/visit|2|3|1|1|1|0|0,契約,契約
lobby/visit|2|3|1|2|0|0,贈る,贈る
lobby/visit|2|3|1|2|1,本日の残り回数：,本日の残り回数：
lobby/visit|2|3|1|2|3,まだ何もありません。,まだ何もありません。
lobby/visit|2|3|3|0|1,契約を結ぶ,契約を結ぶ
lobby/visit|2|3|3|1|1,贈り物,贈り物
lobby/visit|2|4|0|0,音声,音声
lobby/visit|2|6|0,雀士,雀士
lobby/visit|2|7|0,音声,音声
lobby/visit|2|8|0,物語,物語
lobby/visit|2|9|0,雀士,雀士
lobby/visit|2|10|0,音声,音声
lobby/visit|2|11|0,物語,物語
lobby/visit|3|1|0,着せ替え変更,着せ替え変更
lobby/visit|3|1|2|0|0|2|3,イベント,イベント
lobby/waitingroom|0|5|2,友人戦,友人戦
lobby/waitingroom|0|5|5,友人戦,友人戦
lobby/waitingroom|0|6|1|1,友人招待,友人招待
lobby/waitingroom|0|6|2|1,CPU追加,CPU追加
lobby/waitingroom|0|6|3|1,ルール紹介,ルール紹介
lobby/waitingroom|0|6|4|1,対戦リンク,対戦リンク
lobby/waitingroom|0|6|5|1,装飾品変更,装飾品変更
lobby/waitingroom|1|3,リンクをコピーして、友人に送りましょう,リンクをコピーして、友人に送りましょう
lobby/waitingroom|1|6|0,コピー,コピー
lobby/waitingroom|2|1|2|0|2|1|0,招待,招待
lobby/waitingroom|2|1|2|0|3,招待済み,招待済み
lobby/waitingroom|2|1|2|0|5,対戦中,対戦中
lobby/waitingroom|2|1|4,招待できる友人がいません,招待できる友人がいません
lobby/waitingroom|3|1|2|0|0,雀士,雀士
lobby/waitingroom|3|1|2|1|0,装飾品,装飾品
lobby/waitingroom|3|1|3|1|0|1,1,1
lobby/waitingroom|3|1|3|1|1|1,2,2
lobby/waitingroom|3|1|3|1|2|1,3,3
lobby/waitingroom|3|1|3|1|3|1,4,4
lobby/waitingroom|3|1|3|1|4|1,5,5
lobby/waitingroom|3|1|5|0|2|0,選択中,選択中
lobby/waitingroom|3|1|5|0|3|0|0,使用,使用
lobby/waitingroom|3|1|5|0|4|0|0,保存,保存
lobby/waitingroom|3|1|5|1|6|0,使用可能な装飾品がありません,使用可能な装飾品がありません
lobby/waitingroom|3|1|5|4|5|0,使用可能な装飾品がありません,使用可能な装飾品がありません
lobby/waitingroom|3|1|6|1|1,着せ替え変更,着せ替え変更
lobby/waitob|0|2,観戦開始まであと：,観戦開始まであと：
lobby/waitob|0|3|0,はい,はい
lobby/waitob|0|5,秒,秒
mj/desktopInfo|3|8|0,大会戦,大会戦
mj/desktopInfo|3|8|1,友人戦,友人戦
mj/desktopInfo|3|8|2,赤血の戦,赤血の戦
mj/desktopInfo|12|2|1,自動整理,自動整理
mj/desktopInfo|12|2|4,理,理
mj/desktopInfo|12|3|1,自動和了,自動和了
mj/desktopInfo|12|3|4,和,和
